, state , communityname, population , householdsize , racepctblack , racePctWhite , racePctAsian , racePctHisp , agePct12t21 , agePct12t29 , agePct16t24 , agePct65up , numbUrban , pctUrban , medIncome , pctWWage , pctWFarmSelf , pctWInvInc , pctWSocSec , pctWPubAsst , pctWRetire , medFamInc , perCapInc , whitePerCap , blackPerCap , indianPerCap , AsianPerCap , HispPerCap , NumUnderPov , PctPopUnderPov , PctLess9thGrade , PctNotHSGrad , PctBSorMore , PctUnemployed , PctEmploy , PctEmplManu , PctEmplProfServ , PctOccupManu , PctOccupMgmtProf , MalePctDivorce , MalePctNevMarr , FemalePctDiv , TotalPctDiv , PersPerFam , PctFam2Par , PctKids2Par , PctYoungKids2Par , PctTeen2Par , PctWorkMomYoungKids , PctWorkMom , NumIlleg , PctIlleg , NumImmig , ViolentCrimesPerPop 
874,13,Mariettacity,0.05,0.21,0.4,0.64,0.11,0.06,0.34,0.73,0.48,0.31,0.07,1.0,0.26,0.67,0.24,0.35,0.3,0.21,0.29,0.29,0.37,0.42,0.25,0.23,0.21,0.3,0.05,0.37,0.24,0.31,0.45,0.31,0.63,0.24,0.29,0.24,0.45,0.75,0.62,0.83,0.82,0.31,0.43,0.45,0.56,0.27,0.56,0.56,0.03,0.34,0.01,0.35
875,48,Benbrookcity,0.02,0.35,0.08,0.87,0.2,0.07,0.3,0.45,0.24,0.29,0.03,1.0,0.55,0.76,0.34,0.7,0.27,0.05,0.62,0.57,0.51,0.5,0.45,0.44,0.38,0.54,0.01,0.1,0.06,0.12,0.57,0.18,0.68,0.64,0.35,0.15,0.73,0.41,0.3,0.42,0.43,0.37,0.81,0.81,0.93,0.73,0.4,0.5,0.0,0.06,0.01,0.06
876,1,Eufaulacity,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0.0,0.0,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.2,0.29,0.15,0.09,0.25,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0.0,0.28
877,37,ChapelHilltown,0.05,0.52,0.24,0.73,0.27,0.03,1.0,1.0,1.0,0.24,0.06,1.0,0.31,0.7,0.44,0.75,0.28,0.1,0.38,0.53,0.38,0.42,0.22,0.17,0.27,0.33,0.04,0.42,0.11,0.09,1.0,0.24,0.4,0.1,1.0,0.07,0.81,0.22,1.0,0.28,0.27,0.28,0.58,0.63,0.79,0.48,0.49,0.55,0.01,0.26,0.02,0.28
878,39,Miamisburgcity,0.01,0.46,0.02,0.98,0.04,0.01,0.39,0.45,0.27,0.38,0.03,1.0,0.34,0.6,0.32,0.48,0.45,0.28,0.6,0.35,0.29,0.28,0.17,0.25,0.15,0.4,0.01,0.19,0.32,0.39,0.23,0.22,0.54,0.66,0.29,0.48,0.34,0.48,0.24,0.44,0.47,0.45,0.71,0.72,0.69,0.61,0.5,0.47,0.01,0.15,0.0,0.08
879,21,Murraycity,0.01,0.51,0.11,0.9,0.05,0.01,1.0,0.96,1.0,0.52,0.0,0.0,0.09,0.3,0.59,0.44,0.69,0.28,0.61,0.18,0.16,0.15,0.19,0.0,0.08,0.15,0.02,0.52,0.45,0.42,0.43,0.44,0.29,0.27,0.88,0.35,0.46,0.27,0.85,0.36,0.33,0.23,0.55,0.63,0.59,0.52,0.58,0.68,0.0,0.18,0.0,0.14
880,6,Paradisetown,0.02,0.26,0.0,0.96,0.06,0.06,0.23,0.19,0.1,1.0,0.0,0.0,0.19,0.0,0.16,0.59,0.97,0.56,1.0,0.22,0.26,0.25,0.05,0.2,0.21,0.27,0.02,0.29,0.22,0.38,0.23,0.48,0.04,0.16,0.55,0.3,0.37,0.53,0.15,0.55,0.57,0.22,0.57,0.59,0.62,0.68,0.29,0.36,0.0,0.08,0.01,0.1
881,45,Simpsonvilletown,0.0,0.51,0.2,0.83,0.04,0.03,0.4,0.52,0.26,0.2,0.02,1.0,0.39,0.84,0.0,0.41,0.24,0.17,0.22,0.39,0.29,0.29,0.26,1.0,0.36,0.57,0.0,0.09,0.27,0.36,0.34,0.18,0.78,0.84,0.24,0.59,0.43,0.45,0.25,0.52,0.51,0.51,0.72,0.75,0.85,0.7,0.81,0.75,0.0,0.13,0.0,0.06
882,6,Pleasantoncity,0.07,0.48,0.03,0.86,0.35,0.12,0.42,0.47,0.29,0.13,0.08,1.0,0.79,0.83,0.17,0.67,0.15,0.12,0.32,0.74,0.68,0.66,0.51,0.34,0.54,0.65,0.01,0.05,0.05,0.09,0.6,0.14,0.82,0.36,0.33,0.16,0.64,0.44,0.37,0.48,0.47,0.48,0.8,0.83,0.85,0.7,0.49,0.58,0.0,0.05,0.03,0.06
883,40,Muskogeecity,0.04,0.36,0.37,0.53,0.03,0.03,0.4,0.41,0.26,0.61,0.0,0.0,0.13,0.24,0.33,0.3,0.68,0.57,0.59,0.16,0.18,0.22,0.18,0.13,0.15,0.25,0.07,0.6,0.39,0.54,0.24,0.38,0.28,0.39,0.51,0.51,0.32,0.68,0.27,0.68,0.71,0.42,0.45,0.46,0.46,0.47,0.4,0.42,0.03,0.35,0.0,0.48
884,18,Clarksvilletown,0.02,0.33,0.07,0.93,0.03,0.01,0.4,0.49,0.32,0.48,0.03,1.0,0.23,0.55,0.28,0.46,0.51,0.22,0.58,0.25,0.24,0.23,0.24,0.1,0.08,0.14,0.02,0.24,0.33,0.43,0.14,0.35,0.5,0.47,0.26,0.55,0.23,0.67,0.32,0.72,0.73,0.37,0.55,0.57,0.63,0.61,0.68,0.66,0.0,0.11,0.0,0.09
885,6,Whittiercity,0.11,0.52,0.02,0.6,0.2,0.72,0.42,0.51,0.35,0.44,0.12,1.0,0.43,0.59,0.19,0.46,0.45,0.3,0.52,0.45,0.44,0.49,0.4,0.24,0.4,0.42,0.05,0.19,0.26,0.34,0.33,0.27,0.51,0.47,0.41,0.4,0.44,0.46,0.49,0.56,0.54,0.54,0.59,0.55,0.67,0.54,0.43,0.39,0.04,0.28,0.08,0.19
886,6,WestCovinacity,0.14,0.72,0.17,0.39,1.0,0.64,0.48,0.55,0.37,0.26,0.15,1.0,0.51,0.74,0.2,0.4,0.31,0.37,0.41,0.47,0.37,0.41,0.36,0.31,0.32,0.45,0.07,0.19,0.22,0.32,0.32,0.28,0.59,0.41,0.33,0.37,0.39,0.43,0.5,0.55,0.51,0.76,0.64,0.6,0.75,0.62,0.48,0.44,0.06,0.29,0.16,0.26
887,42,Whitehallborough,0.01,0.28,0.01,0.99,0.02,0.01,0.24,0.3,0.2,0.78,0.02,1.0,0.37,0.36,0.13,0.81,0.71,0.1,0.83,0.42,0.44,0.42,0.52,0.09,0.15,0.91,0.01,0.16,0.14,0.21,0.47,0.22,0.37,0.21,0.56,0.17,0.56,0.31,0.31,0.29,0.31,0.32,0.8,0.84,0.75,0.65,0.52,0.4,0.0,0.04,0.0,0.02
888,18,Munstertown,0.02,0.49,0.01,0.93,0.22,0.05,0.37,0.31,0.21,0.56,0.03,1.0,0.61,0.53,0.18,0.83,0.65,0.03,0.66,0.57,0.56,0.52,0.51,0.0,0.95,0.53,0.0,0.02,0.17,0.19,0.54,0.12,0.5,0.45,0.6,0.14,0.73,0.13,0.28,0.15,0.14,0.49,0.94,0.95,0.98,0.84,0.55,0.47,0.0,0.03,0.01,0.08
889,6,Rosevillecity,0.06,0.46,0.02,0.88,0.2,0.2,0.36,0.41,0.22,0.34,0.07,1.0,0.47,0.6,0.12,0.54,0.37,0.34,0.51,0.47,0.42,0.4,0.95,0.21,0.42,0.5,0.03,0.17,0.14,0.2,0.38,0.29,0.57,0.23,0.32,0.27,0.49,0.57,0.28,0.61,0.62,0.46,0.65,0.68,0.72,0.55,0.52,0.57,0.01,0.14,0.02,0.22
890,25,Brooklinetown,0.07,0.23,0.06,0.81,0.51,0.05,0.26,0.53,0.33,0.46,0.09,1.0,0.56,0.56,0.27,0.75,0.4,0.18,0.28,0.7,0.82,0.86,0.5,0.09,0.39,0.42,0.04,0.22,0.1,0.09,1.0,0.27,0.59,0.14,1.0,0.06,1.0,0.29,0.74,0.36,0.35,0.33,0.67,0.72,0.84,0.49,0.52,0.59,0.01,0.15,0.08,0.2
891,42,Towamencintownship,0.01,0.47,0.05,0.9,0.24,0.02,0.39,0.4,0.24,0.32,0.02,0.96,0.61,0.72,0.19,0.75,0.36,0.09,0.36,0.64,0.49,0.48,0.44,0.88,0.3,0.37,0.0,0.06,0.12,0.19,0.59,0.1,0.71,0.71,0.36,0.27,0.64,0.28,0.35,0.34,0.32,0.59,0.85,0.88,0.96,0.73,0.4,0.55,0.0,0.1,0.0,0.03
892,13,Snellvillecity,0.0,0.66,0.01,0.98,0.04,0.01,0.49,0.44,0.29,0.25,0.02,1.0,0.58,0.76,0.27,0.63,0.31,0.11,0.43,0.54,0.42,0.41,0.37,0.09,0.0,0.45,0.0,0.06,0.11,0.19,0.34,0.14,0.67,0.27,0.3,0.19,0.49,0.19,0.24,0.3,0.26,0.58,0.86,0.88,0.87,0.84,0.31,0.57,0.0,0.05,0.0,0.03
893,46,Brookingscity,0.01,0.55,0.01,0.96,0.11,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.14,0.66,1.0,0.58,0.39,0.17,0.36,0.25,0.16,0.15,0.12,0.09,0.23,0.13,0.03,0.61,0.34,0.25,0.56,0.2,0.49,0.32,0.73,0.42,0.41,0.13,1.0,0.19,0.17,0.39,0.72,0.78,0.61,0.74,0.74,0.67,0.0,0.14,0.0,0.02
894,5,Conwaycity,0.03,0.52,0.2,0.83,0.04,0.01,0.88,0.85,0.85,0.35,0.0,0.0,0.18,0.57,0.37,0.42,0.45,0.26,0.4,0.25,0.18,0.19,0.15,0.2,0.18,0.12,0.03,0.44,0.39,0.4,0.44,0.44,0.43,0.4,0.64,0.41,0.43,0.33,0.66,0.35,0.36,0.4,0.64,0.65,0.66,0.67,0.69,0.67,0.01,0.22,0.0,0.11
895,1,Madisoncity,0.01,0.36,0.15,0.83,0.16,0.03,0.23,0.57,0.21,0.06,0.02,0.99,0.52,0.95,0.41,0.66,0.06,0.07,0.23,0.56,0.5,0.52,0.25,0.29,0.35,0.66,0.0,0.1,0.08,0.1,0.8,0.12,0.83,0.77,0.31,0.11,0.93,0.45,0.29,0.41,0.43,0.4,0.82,0.85,0.91,0.64,0.37,0.36,0.0,0.16,0.0,0.08
896,47,Millingtoncity,0.01,1.0,0.31,0.68,0.14,0.09,1.0,1.0,1.0,0.06,0.0,0.0,0.2,0.84,0.04,0.27,0.18,0.17,0.46,0.17,0.14,0.15,0.19,0.16,0.15,0.21,0.01,0.29,0.15,0.21,0.14,0.15,0.89,0.16,0.4,0.25,0.34,0.23,1.0,0.34,0.26,0.59,0.79,0.78,0.88,0.7,0.32,0.34,0.0,0.16,0.0,0.24
897,9,Norwichtown,0.04,0.35,0.1,0.87,0.06,0.06,0.33,0.5,0.3,0.51,0.06,1.0,0.29,0.47,0.17,0.51,0.55,0.42,0.59,0.34,0.33,0.33,0.26,0.2,0.53,0.32,0.04,0.31,0.44,0.49,0.25,0.45,0.48,0.47,0.44,0.46,0.34,0.56,0.44,0.6,0.61,0.4,0.49,0.51,0.51,0.45,0.52,0.5,0.02,0.27,0.01,0.22
898,48,SulphurSpringscity,0.01,0.4,0.28,0.76,0.02,0.06,0.4,0.44,0.29,0.6,0.0,0.0,0.14,0.31,0.86,0.29,0.62,0.38,0.41,0.18,0.18,0.19,0.16,0.23,0.67,0.21,0.02,0.5,0.45,0.64,0.18,0.51,0.37,0.39,0.31,0.59,0.22,0.54,0.21,0.54,0.56,0.44,0.62,0.62,0.53,0.65,0.78,0.74,0.01,0.18,0.0,0.5
899,24,Hagerstowncity,0.04,0.28,0.12,0.89,0.04,0.01,0.32,0.48,0.31,0.52,0.06,1.0,0.19,0.39,0.14,0.32,0.57,0.5,0.46,0.21,0.22,0.22,0.18,0.35,0.17,0.19,0.05,0.41,0.46,0.61,0.14,0.23,0.46,0.38,0.29,0.59,0.23,0.73,0.39,0.77,0.79,0.34,0.36,0.38,0.34,0.46,0.37,0.43,0.03,0.41,0.0,0.26
900,55,MountPleasanttown,0.02,0.42,0.09,0.89,0.05,0.07,0.34,0.35,0.22,0.49,0.03,0.79,0.45,0.57,0.48,0.71,0.54,0.22,0.68,0.45,0.42,0.42,0.22,0.29,0.55,0.28,0.01,0.11,0.26,0.34,0.33,0.21,0.56,0.77,0.34,0.38,0.47,0.33,0.29,0.27,0.31,0.42,0.78,0.78,0.69,0.86,0.5,0.61,0.01,0.15,0.0,0.09
901,18,CrownPointcity,0.01,0.49,0.03,0.96,0.04,0.04,0.36,0.39,0.24,0.49,0.03,1.0,0.43,0.56,0.19,0.66,0.52,0.08,0.59,0.44,0.36,0.35,0.08,0.0,0.7,0.37,0.0,0.08,0.22,0.28,0.33,0.31,0.48,0.46,0.54,0.31,0.46,0.32,0.32,0.34,0.34,0.51,0.81,0.83,0.92,0.83,0.4,0.57,0.0,0.06,0.01,0.02
902,36,SaratogaSpringscity,0.02,0.4,0.06,0.94,0.04,0.02,0.67,0.65,0.59,0.41,0.0,0.0,0.32,0.53,0.23,0.62,0.51,0.23,0.47,0.39,0.37,0.36,0.26,0.16,0.06,0.39,0.02,0.22,0.24,0.27,0.5,0.32,0.46,0.22,0.77,0.25,0.63,0.43,0.67,0.41,0.44,0.43,0.65,0.68,0.8,0.68,0.28,0.43,0.01,0.13,0.0,0.55
903,44,Narragansetttown,0.01,0.39,0.02,0.96,0.05,0.02,0.53,0.69,0.66,0.35,0.0,0.0,0.39,0.64,0.32,0.54,0.38,0.21,0.52,0.45,0.41,0.39,0.37,0.18,0.52,0.78,0.02,0.34,0.11,0.2,0.6,0.31,0.61,0.16,0.57,0.2,0.53,0.3,0.73,0.34,0.33,0.4,0.66,0.72,0.75,0.77,0.56,0.73,0.0,0.1,0.0,0.18
904,6,MissionViejocity,0.1,0.56,0.02,0.86,0.38,0.14,0.43,0.42,0.26,0.24,0.12,1.0,0.81,0.78,0.16,0.67,0.23,0.07,0.39,0.75,0.65,0.65,0.51,0.31,0.42,0.64,0.01,0.04,0.04,0.08,0.64,0.12,0.73,0.42,0.38,0.12,0.68,0.32,0.32,0.4,0.37,0.54,0.85,0.87,0.89,0.8,0.39,0.45,0.01,0.05,0.06,0.09
905,33,Derrytown,0.03,0.49,0.02,0.97,0.05,0.02,0.34,0.54,0.26,0.14,0.0,0.0,0.52,0.84,0.18,0.47,0.19,0.13,0.13,0.5,0.41,0.39,0.64,0.27,0.39,0.44,0.01,0.09,0.13,0.22,0.4,0.32,0.81,0.6,0.25,0.34,0.48,0.49,0.34,0.42,0.47,0.54,0.81,0.83,0.88,0.69,0.66,0.69,0.0,0.08,0.01,0.09
906,6,Haywardcity,0.16,0.51,0.19,0.42,0.96,0.44,0.37,0.54,0.33,0.33,0.18,1.0,0.4,0.64,0.16,0.4,0.38,0.48,0.5,0.39,0.34,0.37,0.38,0.22,0.31,0.39,0.1,0.25,0.31,0.4,0.26,0.37,0.56,0.39,0.25,0.48,0.31,0.6,0.51,0.64,0.64,0.58,0.52,0.51,0.59,0.44,0.44,0.48,0.07,0.3,0.16,0.46
907,34,HighlandParkborough,0.01,0.26,0.17,0.77,0.31,0.1,0.2,0.48,0.25,0.43,0.02,1.0,0.46,0.7,0.27,0.67,0.42,0.15,0.31,0.56,0.54,0.57,0.39,0.7,0.29,0.47,0.01,0.14,0.2,0.25,0.8,0.3,0.7,0.29,0.97,0.15,0.86,0.34,0.59,0.38,0.38,0.39,0.7,0.75,0.88,0.52,0.75,0.73,0.0,0.18,0.02,0.04
908,55,DePerecity,0.01,0.55,0.0,0.98,0.01,0.01,0.67,0.65,0.54,0.34,0.03,1.0,0.38,0.6,0.22,0.71,0.45,0.16,0.33,0.39,0.33,0.31,0.0,0.16,1.0,0.4,0.01,0.18,0.25,0.23,0.35,0.16,0.6,0.47,0.5,0.49,0.43,0.22,0.54,0.24,0.24,0.51,0.79,0.84,0.85,0.73,0.65,0.71,0.0,0.05,0.0,0.07
909,29,KansasCitycity,0.68,0.33,0.58,0.49,0.07,0.07,0.36,0.49,0.29,0.4,0.69,1.0,0.25,0.55,0.3,0.4,0.45,0.37,0.42,0.28,0.3,0.37,0.22,0.18,0.26,0.32,0.6,0.4,0.24,0.36,0.35,0.46,0.52,0.29,0.43,0.39,0.41,0.74,0.51,0.72,0.76,0.46,0.36,0.36,0.42,0.37,0.63,0.67,0.55,0.6,0.08,1.0
910,34,Holmdeltownship,0.0,0.84,0.01,0.82,0.69,0.04,0.52,0.39,0.29,0.24,0.01,0.68,1.0,0.86,0.19,0.86,0.27,0.11,0.39,1.0,0.94,0.92,0.79,0.0,0.69,1.0,0.0,0.03,0.19,0.19,0.77,0.11,0.52,0.22,0.53,0.08,0.87,0.04,0.36,0.09,0.07,0.72,0.98,0.98,0.99,0.94,0.18,0.12,0.0,0.03,0.01,0.04
911,21,Independencecity,0.0,0.63,0.01,0.99,0.02,0.01,0.49,0.55,0.32,0.18,0.02,1.0,0.4,0.78,0.37,0.38,0.29,0.25,0.29,0.36,0.25,0.24,0.0,0.0,0.42,0.58,0.0,0.14,0.27,0.39,0.2,0.19,0.73,0.43,0.25,0.52,0.29,0.35,0.27,0.43,0.41,0.62,0.72,0.75,0.73,0.62,0.73,0.69,0.0,0.18,0.0,0.04
912,42,Cumrutownship,0.01,0.32,0.02,0.96,0.09,0.02,0.27,0.34,0.2,0.56,0.02,0.76,0.42,0.56,0.1,0.74,0.5,0.13,0.45,0.44,0.48,0.46,0.33,0.0,0.46,0.84,0.0,0.08,0.25,0.37,0.38,0.08,0.59,0.53,0.49,0.4,0.51,0.46,0.26,0.4,0.44,0.33,0.8,0.8,0.91,0.77,0.58,0.71,0.0,0.04,0.0,0.13
913,36,LongBeachcity,0.04,0.34,0.15,0.81,0.1,0.2,0.23,0.42,0.2,0.55,0.05,1.0,0.49,0.49,0.12,0.56,0.54,0.27,0.36,0.55,0.54,0.57,0.28,0.13,0.45,0.44,0.02,0.21,0.22,0.28,0.46,0.33,0.47,0.2,0.48,0.27,0.54,0.49,0.57,0.45,0.48,0.44,0.62,0.59,0.85,0.49,0.2,0.34,0.02,0.24,0.03,0.16
914,49,Logancity,0.04,0.6,0.01,0.87,0.31,0.06,0.73,0.96,0.86,0.24,0.05,1.0,0.16,0.67,0.85,0.49,0.3,0.21,0.36,0.18,0.14,0.14,0.11,0.09,0.13,0.25,0.06,0.57,0.1,0.14,0.6,0.43,0.51,0.55,0.74,0.45,0.45,0.2,0.64,0.21,0.21,0.65,0.83,0.87,0.86,0.74,0.6,0.51,0.0,0.05,0.02,0.04
915,8,Louisvillecity,0.0,0.45,0.02,0.92,0.15,0.1,0.21,0.3,0.07,0.1,0.0,0.0,0.52,0.82,0.61,0.64,0.13,0.1,0.22,0.48,0.45,0.43,0.43,0.39,0.35,0.41,0.0,0.11,0.09,0.1,0.7,0.15,0.89,0.52,0.5,0.16,0.73,0.46,0.23,0.48,0.49,0.51,0.82,0.88,0.93,0.79,0.61,0.56,0.0,0.02,0.0,0.12
916,9,WestHartfordtown,0.08,0.36,0.04,0.91,0.17,0.06,0.3,0.33,0.23,0.71,0.1,1.0,0.63,0.49,0.27,0.83,0.66,0.17,0.7,0.69,0.75,0.75,0.38,0.24,0.43,0.55,0.02,0.08,0.2,0.2,0.76,0.21,0.47,0.24,0.69,0.15,0.79,0.2,0.39,0.29,0.27,0.37,0.8,0.83,0.89,0.68,0.52,0.6,0.01,0.08,0.05,0.09
917,1,Tuskegeecity,0.0,0.62,1.0,0.0,0.03,0.0,1.0,0.89,0.95,0.47,0.0,0.0,0.07,0.42,0.32,0.12,0.46,0.6,0.62,0.11,0.08,0.2,0.19,0.0,0.16,0.06,0.03,0.97,0.47,0.48,0.44,1.0,0.08,0.14,1.0,0.4,0.5,0.4,1.0,0.54,0.51,0.61,0.0,0.0,0.0,0.0,0.92,0.86,0.04,1.0,0.0,0.53
918,16,Pocatellocity,0.06,0.45,0.02,0.91,0.08,0.08,0.52,0.55,0.39,0.34,0.07,1.0,0.22,0.58,0.36,0.47,0.44,0.25,0.37,0.25,0.21,0.21,0.25,0.1,0.18,0.24,0.06,0.4,0.16,0.28,0.35,0.37,0.51,0.26,0.55,0.42,0.43,0.53,0.37,0.51,0.54,0.56,0.67,0.75,0.76,0.64,0.57,0.6,0.01,0.1,0.01,0.14
919,4,Scottsdalecity,0.19,0.23,0.01,0.94,0.07,0.09,0.26,0.39,0.23,0.54,0.2,0.97,0.45,0.51,0.27,0.63,0.49,0.1,0.48,0.51,0.63,0.62,0.5,0.16,0.43,0.43,0.07,0.14,0.09,0.13,0.56,0.24,0.55,0.26,0.4,0.14,0.63,0.55,0.37,0.67,0.65,0.26,0.64,0.68,0.76,0.58,0.5,0.45,0.02,0.08,0.05,0.1
920,12,Stuartcity,0.0,0.15,0.3,0.75,0.04,0.07,0.17,0.26,0.15,1.0,0.02,1.0,0.24,0.0,0.03,0.59,1.0,0.28,0.93,0.29,0.38,0.43,0.18,0.19,0.21,0.2,0.01,0.3,0.28,0.38,0.26,0.28,0.16,0.16,0.44,0.27,0.36,0.71,0.31,0.58,0.66,0.14,0.39,0.37,0.68,0.39,0.51,0.78,0.01,0.35,0.01,0.45
921,34,Bernardstownship,0.01,0.47,0.03,0.93,0.19,0.03,0.24,0.31,0.15,0.37,0.02,0.91,0.96,0.78,0.18,0.89,0.27,0.05,0.38,0.98,0.98,0.97,0.46,0.35,0.57,1.0,0.0,0.02,0.11,0.09,0.9,0.12,0.6,0.33,0.48,0.08,0.91,0.36,0.38,0.26,0.31,0.42,0.96,0.96,0.97,0.84,0.28,0.29,0.0,0.02,0.01,0.03
922,25,Northbridgetown,0.01,0.52,0.01,0.99,0.02,0.01,0.39,0.46,0.28,0.44,0.02,0.76,0.41,0.55,0.23,0.54,0.55,0.33,0.49,0.41,0.31,0.29,0.42,0.16,0.24,0.51,0.01,0.14,0.36,0.46,0.25,0.49,0.54,0.57,0.41,0.46,0.38,0.31,0.39,0.37,0.36,0.53,0.68,0.71,0.73,0.57,0.66,0.64,0.0,0.15,0.0,0.28
923,34,Bloomfieldtownship,0.06,0.33,0.08,0.84,0.31,0.09,0.26,0.43,0.26,0.61,0.07,1.0,0.46,0.54,0.11,0.67,0.61,0.16,0.62,0.54,0.47,0.46,0.36,0.2,0.42,0.48,0.02,0.14,0.29,0.37,0.4,0.33,0.55,0.41,0.47,0.25,0.48,0.3,0.51,0.33,0.33,0.45,0.75,0.76,0.85,0.62,0.43,0.49,0.01,0.11,0.04,0.15
924,48,Sweetwatercity,0.0,0.42,0.11,0.6,0.01,0.54,0.45,0.43,0.27,0.54,0.0,0.0,0.12,0.38,0.77,0.27,0.65,0.4,0.29,0.14,0.14,0.18,0.12,0.12,0.46,0.18,0.02,0.61,0.68,0.73,0.16,0.56,0.33,0.36,0.48,0.59,0.22,0.46,0.23,0.45,0.47,0.52,0.64,0.61,0.59,0.44,0.49,0.45,0.0,0.15,0.0,0.39
925,18,Crawfordsvillecity,0.01,0.34,0.02,0.97,0.04,0.01,0.49,0.54,0.43,0.55,0.0,0.0,0.19,0.43,0.48,0.39,0.6,0.34,0.46,0.25,0.21,0.2,0.17,0.09,0.19,0.35,0.02,0.39,0.23,0.4,0.2,0.35,0.41,0.89,0.36,0.74,0.25,0.52,0.5,0.64,0.61,0.36,0.61,0.65,0.49,0.67,0.68,0.71,0.01,0.2,0.0,0.03
926,6,SanRafaelcity,0.06,0.3,0.06,0.75,0.34,0.27,0.26,0.42,0.27,0.44,0.08,1.0,0.5,0.55,0.32,0.65,0.42,0.24,0.49,0.59,0.66,0.71,0.41,0.26,0.39,0.33,0.03,0.2,0.2,0.17,0.62,0.27,0.58,0.16,0.48,0.2,0.64,0.61,0.57,0.71,0.69,0.3,0.56,0.6,0.7,0.54,0.57,0.56,0.02,0.26,0.07,0.23
927,40,ElkCitycity,0.0,0.41,0.07,0.87,0.02,0.08,0.43,0.43,0.24,0.5,0.0,0.0,0.14,0.36,1.0,0.34,0.59,0.6,0.26,0.13,0.18,0.19,0.13,0.03,0.99,0.16,0.02,0.48,0.45,0.58,0.19,0.54,0.34,0.11,0.43,0.45,0.34,0.55,0.19,0.55,0.57,0.48,0.63,0.62,0.56,0.6,0.47,0.57,0.01,0.23,0.0,0.1
928,54,Fairmontcity,0.02,0.27,0.13,0.89,0.02,0.01,0.5,0.46,0.43,0.75,0.0,0.0,0.11,0.14,0.17,0.46,0.8,0.47,0.87,0.19,0.19,0.19,0.16,0.07,0.1,0.27,0.04,0.58,0.36,0.44,0.25,0.95,0.1,0.27,0.52,0.39,0.4,0.52,0.44,0.44,0.49,0.31,0.52,0.54,0.49,0.52,0.32,0.35,0.01,0.31,0.0,0.22
929,6,Pacificacity,0.04,0.53,0.1,0.64,0.84,0.25,0.34,0.44,0.25,0.22,0.06,1.0,0.59,0.78,0.17,0.53,0.27,0.24,0.38,0.56,0.46,0.48,0.38,0.3,0.36,0.53,0.01,0.11,0.11,0.21,0.36,0.16,0.75,0.14,0.37,0.26,0.44,0.49,0.45,0.56,0.55,0.57,0.69,0.67,0.79,0.66,0.58,0.7,0.01,0.19,0.04,0.26
930,44,Smithfieldtown,0.01,0.68,0.01,0.98,0.04,0.01,0.71,0.6,0.62,0.39,0.03,0.83,0.51,0.62,0.08,0.63,0.51,0.18,0.47,0.52,0.35,0.34,0.22,0.0,0.23,0.28,0.01,0.1,0.23,0.32,0.4,0.27,0.53,0.4,0.63,0.3,0.49,0.21,0.61,0.22,0.22,0.5,0.84,0.83,0.92,0.81,0.47,0.58,0.0,0.05,0.0,0.03
931,6,Barstowcity,0.02,0.52,0.2,0.5,0.21,0.58,0.47,0.58,0.38,0.28,0.0,0.0,0.27,0.61,0.07,0.26,0.31,0.62,0.57,0.26,0.23,0.26,0.29,0.11,0.26,0.31,0.03,0.37,0.3,0.42,0.15,0.61,0.43,0.04,0.25,0.4,0.3,0.68,0.37,0.7,0.71,0.59,0.49,0.45,0.48,0.46,0.2,0.31,0.01,0.26,0.01,0.43
932,6,LosGatostown,0.03,0.32,0.01,0.89,0.31,0.09,0.28,0.37,0.2,0.38,0.04,1.0,0.76,0.68,0.36,0.76,0.32,0.12,0.39,0.82,0.98,0.96,0.46,0.18,0.78,0.99,0.01,0.11,0.07,0.08,0.79,0.12,0.68,0.52,0.53,0.1,0.86,0.62,0.44,0.66,0.67,0.32,0.68,0.72,0.72,0.65,0.39,0.42,0.01,0.1,0.02,0.11
933,34,SouthPlainfieldborough,0.02,0.65,0.12,0.82,0.25,0.08,0.36,0.42,0.26,0.41,0.03,1.0,0.65,0.77,0.23,0.68,0.45,0.1,0.51,0.59,0.44,0.43,0.47,0.48,0.31,0.56,0.0,0.06,0.25,0.32,0.29,0.25,0.65,0.46,0.3,0.32,0.41,0.18,0.4,0.21,0.2,0.62,0.85,0.82,0.94,0.84,0.61,0.56,0.0,0.08,0.01,0.1
934,55,Middletoncity,0.01,0.27,0.02,0.96,0.08,0.02,0.31,0.52,0.29,0.29,0.02,1.0,0.38,0.76,0.39,0.75,0.31,0.19,0.34,0.45,0.42,0.41,0.23,0.09,0.18,0.34,0.01,0.14,0.12,0.1,0.69,0.06,0.83,0.2,0.71,0.18,0.65,0.46,0.45,0.53,0.52,0.37,0.64,0.73,0.87,0.53,0.64,0.88,0.0,0.11,0.0,0.03
